time	type	subtype	content
538.102	event	sync	rsync
546.257	event	sync	rsync
548.526	event	sync	rsync
548.594	event	input	A3_in
548.712	event	input	A3_out
550.427	event	input	B2_in
550.436	state		wait_choice
550.498	event	input	B2_out
550.935	event	timer	init_cue_timer
551.503	event	input	B1_in
551.506	state		hold_poke
551.706	event	timer	poke_hold_timer
551.706	state		poked_in
551.707	variable	print	{"num_t": 46, "num_t_in_block": 24, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [1, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 20, "A1": 4, "C1": 22}, "rank_counts": {"best": 27, "second": 12, "third": 7}, "tot_rew_amt": 210}
551.714	state		choice
552.016	event	timer	pulse_off_timer
552.070	event	timer	pulse_on_timer
552.374	event	timer	pulse_off_timer
552.428	event	timer	pulse_on_timer
552.732	event	timer	pulse_off_timer
552.786	event	timer	pulse_on_timer
552.790	state		ITI
553.791	state		wait_init
554.338	event	sync	rsync
554.339	event	input	B1_out
557.329	event	input	B2_in
557.338	state		wait_choice
557.381	event	input	B2_out
557.837	event	timer	init_cue_timer
557.967	event	input	B1_in
557.970	state		hold_poke
558.170	event	timer	poke_hold_timer
558.170	state		poked_in
558.171	variable	print	{"num_t": 47, "num_t_in_block": 25, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [2, 2], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 4, "C1": 22}, "rank_counts": {"best": 28, "second": 12, "third": 7}, "tot_rew_amt": 216}
558.178	state		choice
558.480	event	timer	pulse_off_timer
558.534	event	timer	pulse_on_timer
558.838	event	timer	pulse_off_timer
558.892	event	timer	pulse_on_timer
559.196	event	timer	pulse_off_timer
559.250	event	timer	pulse_on_timer
559.254	state		ITI
560.255	state		wait_init
562.500	event	input	B1_out
562.955	event	sync	rsync
564.489	event	input	B2_in
564.497	state		wait_choice
564.510	event	input	B2_out
564.997	event	timer	init_cue_timer
565.129	event	input	B1_in
565.132	state		hold_poke
565.332	event	timer	poke_hold_timer
565.332	state		poked_in
565.333	variable	print	{"num_t": 48, "num_t_in_block": 26, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 0], "stream_hold": [1, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 22, "A1": 4, "C1": 22}, "rank_counts": {"best": 29, "second": 12, "third": 7}, "tot_rew_amt": 224}
565.340	state		choice
565.642	event	timer	pulse_off_timer
565.696	event	timer	pulse_on_timer
566.000	event	timer	pulse_off_timer
566.054	event	timer	pulse_on_timer
566.358	event	timer	pulse_off_timer
566.412	event	timer	pulse_on_timer
566.716	event	timer	pulse_off_timer
566.770	event	timer	pulse_on_timer
566.774	state		ITI
567.672	event	sync	rsync
567.775	state		wait_init
569.957	event	input	B1_out
570.025	event	input	B1_in
570.072	event	input	B1_out
570.107	event	input	B1_in
570.484	event	input	B1_out
570.754	event	sync	rsync
572.508	event	input	B2_in
572.516	state		wait_choice
572.533	event	input	B2_out
572.743	event	sync	rsync
573.016	event	timer	init_cue_timer
573.228	event	input	B1_in
573.231	state		hold_poke
573.431	event	timer	poke_hold_timer
573.431	state		poked_in
573.432	variable	print	{"num_t": 49, "num_t_in_block": 27, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 0], "stream_hold": [2, 4], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 23, "A1": 4, "C1": 22}, "rank_counts": {"best": 30, "second": 12, "third": 7}, "tot_rew_amt": 232}
573.439	state		choice
573.741	event	timer	pulse_off_timer
573.795	event	timer	pulse_on_timer
574.099	event	timer	pulse_off_timer
574.153	event	timer	pulse_on_timer
574.457	event	timer	pulse_off_timer
574.511	event	timer	pulse_on_timer
574.815	event	timer	pulse_off_timer
574.869	event	timer	pulse_on_timer
574.876	state		ITI
575.876	state		wait_init
577.174	event	sync	rsync
578.563	event	input	B1_out
580.972	event	input	B2_in
580.980	state		wait_choice
581.066	event	input	B2_out
581.480	event	timer	init_cue_timer
582.337	event	sync	rsync
582.578	event	input	B1_in
582.582	state		hold_poke
582.782	event	timer	poke_hold_timer
582.782	state		poked_in
582.783	variable	print	{"num_t": 50, "num_t_in_block": 28, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 0], "stream_hold": [3, 5], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 24, "A1": 4, "C1": 22}, "rank_counts": {"best": 31, "second": 12, "third": 7}, "tot_rew_amt": 240}
582.790	state		choice
583.092	event	timer	pulse_off_timer
583.146	event	timer	pulse_on_timer
583.450	event	timer	pulse_off_timer
583.504	event	timer	pulse_on_timer
583.808	event	timer	pulse_off_timer
583.862	event	timer	pulse_on_timer
584.166	event	timer	pulse_off_timer
584.220	event	timer	pulse_on_timer
584.224	state		ITI
585.225	state		wait_init
587.481	event	input	B1_out
589.328	event	input	B2_in
589.336	state		wait_choice
589.349	event	input	B2_out
589.836	event	timer	init_cue_timer
590.098	event	input	B1_in
590.101	state		hold_poke
590.301	event	timer	poke_hold_timer
590.301	state		poked_in
590.302	variable	print	{"num_t": 51, "num_t_in_block": 29, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 0], "stream_hold": [4, 6], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 25, "A1": 4, "C1": 22}, "rank_counts": {"best": 32, "second": 12, "third": 7}, "tot_rew_amt": 248}
590.309	state		choice
590.611	event	timer	pulse_off_timer
590.665	event	timer	pulse_on_timer
590.969	event	timer	pulse_off_timer
591.023	event	timer	pulse_on_timer
591.327	event	timer	pulse_off_timer
591.381	event	timer	pulse_on_timer
591.685	event	timer	pulse_off_timer
591.726	event	sync	rsync
591.739	event	timer	pulse_on_timer
591.743	state		ITI
592.744	state		wait_init
595.207	event	input	B1_out
597.250	event	input	B2_in
597.258	state		wait_choice
597.284	event	input	B2_out
597.758	event	timer	init_cue_timer
598.058	event	input	B1_in
598.061	state		hold_poke
598.261	event	timer	poke_hold_timer
598.261	state		poked_in
598.262	variable	print	{"num_t": 52, "num_t_in_block": 30, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 0], "stream_hold": [5, 7], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 26, "A1": 4, "C1": 22}, "rank_counts": {"best": 33, "second": 12, "third": 7}, "tot_rew_amt": 256}
598.269	state		choice
598.571	event	timer	pulse_off_timer
598.625	event	timer	pulse_on_timer
598.929	event	timer	pulse_off_timer
598.983	event	timer	pulse_on_timer
599.287	event	timer	pulse_off_timer
599.341	event	timer	pulse_on_timer
599.645	event	timer	pulse_off_timer
599.699	event	timer	pulse_on_timer
599.703	state		ITI
599.704	event	sync	rsync
600.704	state		wait_init
602.231	event	sync	rsync
602.426	event	input	B1_out
606.558	event	sync	rsync
612.647	event	sync	rsync
616.404	event	sync	rsync
618.432	event	input	B2_in
618.440	state		wait_choice
618.511	event	input	B2_out
618.940	event	timer	init_cue_timer
619.182	event	input	B1_in
619.185	state		hold_poke
619.385	event	timer	poke_hold_timer
619.385	state		poked_in
619.386	variable	print	{"num_t": 53, "num_t_in_block": 31, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [1, 8], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 27, "A1": 4, "C1": 22}, "rank_counts": {"best": 34, "second": 12, "third": 7}, "tot_rew_amt": 262}
619.393	state		choice
619.695	event	timer	pulse_off_timer
619.749	event	timer	pulse_on_timer
620.053	event	timer	pulse_off_timer
620.107	event	timer	pulse_on_timer
620.411	event	timer	pulse_off_timer
620.465	event	timer	pulse_on_timer
620.469	state		ITI
621.470	state		wait_init
622.764	event	input	B1_out
625.010	event	input	B2_in
625.019	state		wait_choice
625.046	event	input	B2_out
625.518	event	timer	init_cue_timer
625.580	event	sync	rsync
625.978	event	input	B1_in
625.981	state		hold_poke
626.181	event	timer	poke_hold_timer
626.181	state		poked_in
626.182	variable	print	{"num_t": 54, "num_t_in_block": 32, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [2, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 28, "A1": 4, "C1": 22}, "rank_counts": {"best": 35, "second": 12, "third": 7}, "tot_rew_amt": 268}
626.189	state		choice
626.491	event	timer	pulse_off_timer
626.545	event	timer	pulse_on_timer
626.849	event	timer	pulse_off_timer
626.903	event	timer	pulse_on_timer
627.148	event	sync	rsync
627.207	event	timer	pulse_off_timer
627.261	event	timer	pulse_on_timer
627.265	state		ITI
628.266	state		wait_init
629.385	event	input	B1_out
630.378	event	sync	rsync
631.211	event	input	B2_in
631.219	state		wait_choice
631.232	event	input	B2_out
631.719	event	timer	init_cue_timer
632.248	event	input	B1_in
632.251	state		hold_poke
632.451	event	timer	poke_hold_timer
632.451	state		poked_in
632.452	variable	print	{"num_t": 55, "num_t_in_block": 33, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [3, 2], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 29, "A1": 4, "C1": 22}, "rank_counts": {"best": 36, "second": 12, "third": 7}, "tot_rew_amt": 274}
632.459	state		choice
632.761	event	timer	pulse_off_timer
632.815	event	timer	pulse_on_timer
633.119	event	timer	pulse_off_timer
633.173	event	timer	pulse_on_timer
633.242	event	sync	rsync
633.477	event	timer	pulse_off_timer
633.531	event	timer	pulse_on_timer
633.538	state		ITI
634.538	state		wait_init
635.943	event	input	B1_out
637.079	event	sync	rsync
642.653	event	sync	rsync
648.681	event	input	B2_in
648.690	state		wait_choice
648.728	event	input	B2_out
648.855	event	input	B2_in
648.858	state		hold_poke
648.895	event	input	B2_out
648.898	state		wait_choice
649.189	event	timer	init_cue_timer
649.964	event	sync	rsync
650.179	event	input	C1_in
650.182	state		hold_poke
650.321	event	input	C1_out
650.324	state		wait_choice
650.333	event	input	C1_in
650.336	state		hold_poke
650.433	event	input	C1_out
650.436	state		wait_choice
650.470	event	input	C1_in
650.474	state		hold_poke
650.489	event	input	C1_out
650.492	state		wait_choice
650.513	event	input	C1_in
650.516	state		hold_poke
650.716	event	timer	poke_hold_timer
650.716	state		poked_in
650.717	variable	print	{"num_t": 56, "num_t_in_block": 1, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [3, 2], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 29, "A1": 4, "C1": 23}, "rank_counts": {"best": 37, "second": 12, "third": 7}, "tot_rew_amt": 280}
650.724	state		choice
650.833	event	input	C1_out
650.871	event	input	C1_in
651.026	event	timer	pulse_off_timer
651.079	event	timer	pulse_on_timer
651.383	event	timer	pulse_off_timer
651.436	event	timer	pulse_on_timer
651.740	event	timer	pulse_off_timer
651.793	event	timer	pulse_on_timer
651.798	state		ITI
652.775	event	input	C1_out
652.798	state		wait_init
657.423	event	sync	rsync
662.267	event	sync	rsync
671.342	event	sync	rsync
678.543	event	sync	rsync
687.784	event	sync	rsync
695.598	event	sync	rsync
704.713	event	sync	rsync
710.118	event	sync	rsync
710.980	event	sync	rsync
712.476	event	input	B3_in
712.629	event	input	B3_out
714.114	event	sync	rsync
716.923	event	sync	rsync
723.002	event	input	B2_in
723.010	state		wait_choice
723.066	event	input	B2_out
723.510	event	timer	init_cue_timer
725.159	event	sync	rsync
727.933	event	input	C1_in
727.936	state		hold_poke
728.057	event	input	C1_out
728.060	state		wait_choice
728.079	event	input	C1_in
728.082	state		hold_poke
728.142	event	input	C1_out
728.145	state		wait_choice
728.209	event	input	C1_in
728.212	state		hold_poke
728.412	event	timer	poke_hold_timer
728.412	state		poked_in
728.418	variable	print	{"num_t": 57, "num_t_in_block": 2, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [4, 3], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 29, "A1": 4, "C1": 24}, "rank_counts": {"best": 38, "second": 12, "third": 7}, "tot_rew_amt": 286}
728.425	state		choice
728.727	event	timer	pulse_off_timer
728.780	event	timer	pulse_on_timer
729.084	event	timer	pulse_off_timer
729.137	event	timer	pulse_on_timer
729.441	event	timer	pulse_off_timer
729.494	event	timer	pulse_on_timer
729.499	state		ITI
729.883	event	input	C1_out
730.499	state		wait_init
733.095	event	sync	rsync
734.671	event	sync	rsync
737.554	event	sync	rsync
743.084	event	input	B2_in
743.093	state		wait_choice
743.110	event	input	B2_out
743.592	event	timer	init_cue_timer
743.954	event	input	A1_in
743.955	state		hold_poke
744.155	event	timer	poke_hold_timer
744.155	state		poked_in
744.156	variable	print	{"num_t": 58, "num_t_in_block": 3, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [5, 4], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 29, "A1": 5, "C1": 24}, "rank_counts": {"best": 38, "second": 13, "third": 7}, "tot_rew_amt": 290}
744.163	state		choice
744.463	event	timer	pulse_off_timer
744.513	event	timer	pulse_on_timer
744.813	event	timer	pulse_off_timer
744.863	event	timer	pulse_on_timer
744.863	state		ITI
745.454	event	input	A1_out
745.863	state		wait_init
745.961	event	input	A1_in
746.705	event	sync	rsync
748.826	event	input	A1_out
749.920	event	sync	rsync
757.587	event	sync	rsync
758.082	event	input	C1_in
758.123	event	input	C1_out
758.237	event	input	C1_in
758.410	event	input	C1_out
761.622	event	sync	rsync
764.180	event	sync	rsync
770.074	event	sync	rsync
773.645	event	sync	rsync
783.184	event	sync	rsync
791.957	event	sync	rsync
792.744	event	sync	rsync
798.615	event	sync	rsync
805.926	event	sync	rsync
813.881	event	sync	rsync
823.275	event	sync	rsync
823.879	event	sync	rsync
832.127	event	sync	rsync
838.657	event	sync	rsync
845.315	event	input	A3_in
845.351	event	input	A3_out
845.929	event	input	A3_in
846.174	event	input	A3_out
847.884	event	sync	rsync
849.468	event	sync	rsync
857.188	event	sync	rsync
858.022	event	sync	rsync
866.935	event	sync	rsync
867.842	event	sync	rsync
870.065	event	sync	rsync
870.659	event	sync	rsync
874.630	event	sync	rsync
876.871	event	sync	rsync
878.384	event	sync	rsync
881.031	event	sync	rsync
886.855	event	sync	rsync
890.049	event	input	B2_in
890.058	state		wait_choice
890.065	event	input	B2_out
890.557	event	timer	init_cue_timer
891.735	event	input	A1_in
891.736	state		hold_poke
891.935	event	timer	poke_hold_timer
891.935	state		poked_in
891.936	variable	print	{"num_t": 59, "num_t_in_block": 4, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [6, 5], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 29, "A1": 6, "C1": 24}, "rank_counts": {"best": 38, "second": 14, "third": 7}, "tot_rew_amt": 294}
891.943	state		choice
892.139	event	input	A1_out
892.172	event	input	A1_in
892.243	event	timer	pulse_off_timer
892.293	event	timer	pulse_on_timer
892.593	event	timer	pulse_off_timer
892.643	event	timer	pulse_on_timer
892.643	state		ITI
893.434	event	input	A1_out
893.643	state		wait_init
894.227	event	sync	rsync
898.198	event	sync	rsync
906.707	event	sync	rsync
913.159	event	sync	rsync
916.855	event	sync	rsync
923.415	event	sync	rsync
931.042	event	sync	rsync
938.719	event	sync	rsync
944.907	event	sync	rsync
953.826	event	sync	rsync
956.990	event	sync	rsync
965.168	event	sync	rsync
971.183	event	sync	rsync
976.582	event	sync	rsync
977.989	event	sync	rsync
981.315	event	sync	rsync
988.501	event	sync	rsync
992.325	event	sync	rsync
993.102	event	sync	rsync
1001.586	event	sync	rsync
1005.708	event	sync	rsync
1010.400	event	sync	rsync
1017.873	event	sync	rsync
1022.969	event	sync	rsync
1024.748	event	sync	rsync
1025.890	event	sync	rsync
1026.631	event	sync	rsync
1034.107	event	sync	rsync
1042.797	event	sync	rsync
1047.387	event	sync	rsync
1047.586	event	input	C1_in
1047.800	event	input	C1_out
1047.830	event	input	C1_in
1047.846	event	input	C1_out
1050.716	event	sync	rsync
1057.435	event	sync	rsync
1065.326	event	sync	rsync
1068.302	event	sync	rsync
1068.487	event	input	C1_in
1068.630	event	input	C1_out
1076.960	event	sync	rsync
1085.884	event	sync	rsync
1091.039	event	input	C1_in
1091.302	event	input	C1_out
1093.960	event	sync	rsync
1097.746	event	sync	rsync
1102.948	event	sync	rsync
1105.071	event	sync	rsync
1108.277	event	sync	rsync
1115.395	event	sync	rsync
1119.939	event	sync	rsync
1121.581	event	sync	rsync
1127.171	event	sync	rsync
1132.274	event	sync	rsync
1141.353	event	sync	rsync
1143.122	event	sync	rsync
1145.443	event	input	B2_in
1145.451	state		wait_choice
1145.475	event	input	B2_out
1145.951	event	timer	init_cue_timer
1146.674	event	input	A1_in
1146.675	state		hold_poke
1146.875	event	timer	poke_hold_timer
1146.875	state		poked_in
1146.876	variable	print	{"num_t": 60, "num_t_in_block": 5, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [7, 1], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 0, "A1": 1, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 29, "A1": 7, "C1": 24}, "rank_counts": {"best": 38, "second": 15, "third": 7}, "tot_rew_amt": 296}
1146.883	state		choice
1146.968	event	input	A1_out
1147.004	event	input	A1_in
1147.183	event	timer	pulse_off_timer
1147.233	event	timer	pulse_on_timer
1147.233	state		ITI
1147.824	event	input	A1_out
1148.233	state		wait_init
1148.404	event	sync	rsync
1154.889	event	sync	rsync
1161.637	event	sync	rsync
1168.017	event	sync	rsync
1172.271	event	sync	rsync
1176.883	event	sync	rsync
1180.590	event	input	C2_in
1180.813	event	input	C2_out
1183.683	event	sync	rsync
1184.938	event	sync	rsync
1192.300	event	sync	rsync
1199.352	event	sync	rsync
1206.575	event	sync	rsync
1215.828	event	sync	rsync
1222.211	event	sync	rsync
1229.011	event	sync	rsync
1232.048	event	sync	rsync
1235.780	event	sync	rsync
1241.853	event	sync	rsync
1247.160	event	sync	rsync
1254.387	event	sync	rsync
1255.759	event	sync	rsync
1258.859	event	input	A1_in
1259.109	event	input	A1_out
1260.428	event	sync	rsync
1269.816	event	sync	rsync
1274.653	event	sync	rsync
1278.872	event	sync	rsync
1287.622	event	sync	rsync
1291.434	event	sync	rsync
1296.330	event	sync	rsync
1296.343	event	input	A2_in
1296.418	event	input	A2_out
1301.465	event	sync	rsync
1302.739	event	sync	rsync
1311.399	event	sync	rsync
1313.055	event	input	B2_in
1313.063	state		wait_choice
1313.087	event	input	B2_out
1313.563	event	timer	init_cue_timer
1313.948	event	input	B1_in
1313.951	state		hold_poke
1314.151	event	timer	poke_hold_timer
1314.151	state		poked_in
1314.152	variable	print	{"num_t": 61, "num_t_in_block": 6, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [1, 0], "stream_hold": [1, 2], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 0, "A1": 1, "C1": 2}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 30, "A1": 7, "C1": 24}, "rank_counts": {"best": 38, "second": 15, "third": 8}, "tot_rew_amt": 296}
1314.161	state		ITI
1314.368	event	input	B1_out
1314.656	event	timer	no_rew_cue_timer
1315.161	state		wait_init
1320.065	event	sync	rsync
1327.586	event	sync	rsync
1328.626	event	sync	rsync
1336.308	event	sync	rsync
1343.478	event	sync	rsync
1352.707	event	sync	rsync
1353.673	event	sync	rsync
1354.984	event	sync	rsync
1362.941	event	sync	rsync
1369.195	event	sync	rsync
1370.782	event	sync	rsync
1376.030	event	sync	rsync
1377.547	event	sync	rsync
1378.086	event	input	B2_in
1378.094	state		wait_choice
1378.140	event	input	B2_out
1378.594	event	timer	init_cue_timer
1379.897	event	input	A1_in
1379.898	state		hold_poke
1380.097	event	timer	poke_hold_timer
1380.097	state		poked_in
1380.098	variable	print	{"num_t": 62, "num_t_in_block": 7, "num_blocks": 3, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [1, 0], "stream_hold": [2, 3], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 0, "A1": 1, "C1": 2}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 30, "A1": 8, "C1": 24}, "rank_counts": {"best": 38, "second": 16, "third": 8}, "tot_rew_amt": 298}
1380.105	state		choice
1380.157	event	input	A1_out
1380.173	event	input	A1_in
1380.193	event	input	A1_out
1380.230	event	input	A1_in
1380.405	event	timer	pulse_off_timer
1380.438	event	input	A1_out
1380.455	event	timer	pulse_on_timer
1380.455	state		ITI
1380.532	event	input	A1_in
1380.879	event	input	A1_out
1381.322	event	input	A1_in
1381.365	event	input	A1_out
1381.455	state		wait_init
1384.152	event	sync	rsync
1391.792	event	sync	rsync
1393.344	event	sync	rsync
1401.238	event	sync	rsync
1406.119	event	sync	rsync
1411.657	event	sync	rsync
1412.654	event	sync	rsync
1421.611	event	sync	rsync
1429.697	event	sync	rsync
1436.262	event	sync	rsync
1437.448	event	sync	rsync
1439.827	event	sync	rsync
1442.915	event	sync	rsync
1445.230	event	sync	rsync
1449.915	event	sync	rsync
1450.689	event	sync	rsync
1454.718	event	sync	rsync
1459.546	event	sync	rsync
1467.637	event	sync	rsync
1475.460	event	sync	rsync
1482.918	event	sync	rsync
1491.842	event	sync	rsync
1494.895	variable	run_end	{"no_rew_cue_dur": 500.0, "chosen_tow": "A1", "curr_rew_mag": {"B1": 0, "A1": 1, "C1": 2}, "max_block_len": 35, "p_bi": 0.9, "c_tows": ["A1", "B1", "C1"], "second_arm": "A1", "num_t": 62, "arm_to_stream": {"C1": 0, "A1": 1}, "chosen_rank": "second", "rew_mags": [1, 2, 3, 4], "change_chosen": true, "pulse_isi": 300.0, "b_choice_counts": {"B1": 1, "A1": 4, "C1": 2}, "tot_num_blocks": 14, "rank_counts": {"best": 38, "second": 16, "third": 8}, "hw_solenoid_calibration": {"B1": {"i": 47.95, "s": 1.22}, "A1": {"i": 47.61, "s": 1.26}, "A2": {"i": 47.52, "s": 1.27}, "A3": {"i": 49.11, "s": 1.1}, "C1": {"i": 46.6, "s": 1.37}, "C2": {"i": 39.05, "s": 2.15}, "C3": {"i": 40.2, "s": 2.04}, "B3": {"i": 38.45, "s": 2.22}, "B2": {"i": 2.33, "s": 8.12}}, "inactive_arm": "B1", "curr_block_len": 33, "curr_poke": "A1", "ses_length": 60, "poke_hold_dur": 200.0, "choice_counts": {"B1": 30, "A1": 8, "C1": 24}, "stream_state": [1, 0], "min_hold": 2, "tot_rew_amt": 298, "found_ports": true, "found_port_counts": null, "ITI_dur": 1000.0, "min_block_len": 30, "base_choice_vol": 2, "problems": {"6": ["C2", "A1", "A3"], "7": ["C3", "A3", "B3"], "8": ["B3", "A2", "C1"], "9": ["B3", "C2", "B1"], "10": ["A1", "B1", "C1"], "5": ["A1", "C1", "C3"]}, "pulse_rew_dur": 50.13, "num_t_in_block": 7, "pulses_deliv": 1, "long_pokes": [], "p_ud": 0.125, "stream_hold": [3, 4], "num_blocks": 3, "found_t_thresh": 4, "third_arm": "B1", "num_rew_pulses": 1, "init_cue_dur": 500.0, "t_ses_start": 8, "num_t_found": 0, "curr_init_tow": "B2", "num_problem": 10, "best_arm": "C1", "num_long_pokes": 0}
1494.899	info	end_time	2026-03-30T11:25:44.376
